id,filename,repository,categories,status,confidence,related_repositories,related_artifacts_note
3972,"vercel.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3973,"vercel.local.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3974,"vercel.production.json","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
3975,"VERIFY-SITE-STATUS.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3976,"VIDEO_RFQ_COMPLETE.md","old-digitex-erp-bell24h","RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3977,"VOICE_RFQ_COMPLETE.md","old-digitex-erp-bell24h","RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3978,"VOICE_VIDEO_RFQ_DEPLOYMENT_COMPLETE.md","old-digitex-erp-bell24h","Deployment;Infrastructure;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
3979,"Webhook.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3980,"WHAT-IS-NEXT.md","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3981,"wrangler.toml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3982,"🔥 BELL24h_ One-Page Brutal Truth.pdf","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3983,"🔥 BRUTAL TRUTH_ BELL24h Revenue Reality Check.pdf","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
3984,"package-lock.json","sibling-bell24h-clean","Unknown","Archived","low","",""
3985,"package.json","sibling-bell24h-clean","Unknown","Archived","low","",""
3986,"migration.sql","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan;Security;Authentication","Archived","medium-high (filename/path keyword match, content not read)","",""
3987,"migration.sql","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
3988,"migration.sql","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
3989,"20250125_add_supplier_categories.sql","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan;Supplier","Archived","medium-high (filename/path keyword match, content not read)","",""
3990,"migration.sql","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
3991,"migration.sql","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
3992,"migration.sql","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
3993,"migration_lock.toml","sibling-bell24h-clean","Database;SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
3994,"common.json","sibling-bell24h-clean","Unknown","Archived","low","",""
3995,"common.json","sibling-bell24h-clean","Unknown","Archived","low","",""
3996,"dashboard.json","sibling-bell24h-clean","Unknown","Archived","low","",""
3997,"manifest.json","sibling-bell24h-clean","Unknown","Archived","low","",""
3998,"robots.txt","sibling-bell24h-clean","Unknown","Archived","low","",""
3999,"temple-bell.mp3.txt","sibling-bell24h-clean","Unknown","Archived","low","",""
4000,"README.md","sibling-bell24h-clean","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4001,"HOMEPAGE_LOCKED.md","sibling-bell24h-clean","Unknown","Archived","low","",""
4002,"README.md","sibling-bell24h-clean","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4003,"rfq-system-demo.md","sibling-bell24h-clean","RFQ","Archived","medium-high (filename/path keyword match, content not read)","",""
4004,"package.json","sibling-bell24h-clean","Database","Archived","medium-high (filename/path keyword match, content not read)","",""
4005,"README.md","sibling-bell24h-clean","Security;Authentication;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4006,"tsconfig.json","sibling-bell24h-clean","Unknown","Archived","low","",""
4007,"vercel.json","sibling-bell24h-clean","Infrastructure;Deployment","Archived","medium-high (filename/path keyword match, content not read)","",""
4008,"package-lock.json","sibling-bell24h-final","Unknown","Archived","low","",""
4009,"package.json","sibling-bell24h-final","Unknown","Archived","low","",""
4010,"README.md","sibling-bell24h-final","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4011,"tsconfig.json","sibling-bell24h-final","Unknown","Archived","low","",""
4012,"project.json","sibling-bell24h-live","Infrastructure;Deployment","Archived","medium-high (filename/path keyword match, content not read)","",""
4013,"README.txt","sibling-bell24h-live","Infrastructure;Deployment;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4014,"package-lock.json","sibling-bell24h-live","Unknown","Archived","low","",""
4015,"package.json","sibling-bell24h-live","Unknown","Archived","low","",""
4016,"README.md","sibling-bell24h-live","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4017,"tsconfig.json","sibling-bell24h-live","Unknown","Archived","low","",""
4018,".env","sibling-bell24h-main","Unknown","Archived","low","",""
4019,"package-lock.json","sibling-bell24h-main","Unknown","Archived","low","",""
4020,"package.json","sibling-bell24h-main","Unknown","Archived","low","",""
4021,"README.md","sibling-bell24h-main","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4022,"tsconfig.json","sibling-bell24h-main","Unknown","Archived","low","",""
4023,"LAUNCH_PLAN.md","sibling-bell24h-main","Unknown","Archived","low","",""
4024,"package-lock.json","sibling-bell24h-main","Unknown","Archived","low","",""
4025,"package.json","sibling-bell24h-main","Unknown","Archived","low","",""
4026,"README.md","sibling-bell24h-main","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4027,"package-lock.json","sibling-bell24h-main","Unknown","Archived","low","",""
4028,"package.json","sibling-bell24h-main","Unknown","Archived","low","",""
4029,"tsconfig.json","sibling-bell24h-main","Unknown","Archived","low","",""
4030,"tsconfig.json","sibling-bell24h-main","Unknown","Archived","low","",""
4031,"tsconfig.node.json","sibling-bell24h-main","Unknown","Archived","low","",""
4032,"MIGRATION_COMPLETE_SUMMARY.md","sibling-bell24h-migration-package","SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
4033,"schema.sql","sibling-bell24h-migration-package","Unknown","Archived","low","",""
4034,"MVP_DEPLOYMENT_GUIDE.md","sibling-bell24h-migration-package","Deployment;Infrastructure;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4035,"NEON_DATABASE_MIGRATION.md","sibling-bell24h-migration-package","SQL Migration;Implementation Plan","Archived","medium-high (filename/path keyword match, content not read)","",""
4036,"ZERO_DOWNTIME_DEPLOYMENT.md","sibling-bell24h-migration-package","Deployment;Infrastructure","Archived","medium-high (filename/path keyword match, content not read)","",""
4037,"package-lock.json","sibling-bell24h-working","Unknown","Archived","low","",""
4038,"package.json","sibling-bell24h-working","Unknown","Archived","low","",""
4039,"README.md","sibling-bell24h-working","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4040,"tsconfig.json","sibling-bell24h-working","Unknown","Archived","low","",""
4041,"package-lock.json","sibling-bell24x-clean","Unknown","Archived","low","",""
4042,"package.json","sibling-bell24x-clean","Unknown","Archived","low","",""
4043,"README.md","sibling-bell24x-clean","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4044,"tsconfig.json","sibling-bell24x-clean","Unknown","Archived","low","",""
4045,"project.json","sibling-bell24x-complete","Infrastructure;Deployment","Archived","medium-high (filename/path keyword match, content not read)","",""
4046,"README.txt","sibling-bell24x-complete","Infrastructure;Deployment;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4047,"package-lock.json","sibling-bell24x-complete","Unknown","Archived","low","",""
4048,"package.json","sibling-bell24x-complete","Unknown","Archived","low","",""
4049,"README.md","sibling-bell24x-complete","Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4050,"tsconfig.json","sibling-bell24x-complete","Unknown","Archived","low","",""
4051,"product-marketing.md","sibling-web-agency","Agents;Marketing","Archived","medium-high (filename/path keyword match, content not read)","",""
4052,".env.example","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4053,".env.example","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4054,"personas.py","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4055,"README.md","sibling-web-agency","Agents;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4056,"requirements.txt","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4057,"server.py","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4058,"DEPLOYMENT.md","sibling-web-agency","Deployment;Infrastructure;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4059,"INVOICING.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4060,"metadata.json","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4061,"package-lock.json","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4062,"package.json","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4063,"PLAN.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4064,"PROJECT-CONCEPT.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4065,"README.md","sibling-web-agency","Agents;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4066,"001_leads.sql","sibling-web-agency","SQL Migration;Implementation Plan;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4067,"002_audits.sql","sibling-web-agency","SQL Migration;Implementation Plan;Agents;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4068,"README.md","sibling-web-agency","Agents;Documentation","Archived","medium-high (filename/path keyword match, content not read)","",""
4069,"TODO.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4070,"tsconfig.json","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4071,"Claude-4.1.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4072,"Claude-4.5-Opus.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4073,"Claude-Design-Sys-Prompt.txt","sibling-web-agency","AI;Prompt Engineering;Agents;Design","Archived","medium-high (filename/path keyword match, content not read)","",""
4074,"CLAUDE-FABLE-5.md","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4075,"Claude-Opus-4.7.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4076,"Claude_4.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4077,"Claude_Code_03-04-24.md","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4078,"Claude_Opus_4.6.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4079,"Claude_Sonnet-4.5_Sep-29-2025.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4080,"Claude_Sonnet_3.5.md","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4081,"Claude_Sonnet_3.7_New.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4082,"UserStyle_Modes.md","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4083,"Bolt.txt","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4084,"Cline.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4085,"Cursor_2.0_Sys_Prompt.txt","sibling-web-agency","Prompt Engineering;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4086,"Cursor_Prompt.md","sibling-web-agency","Prompt Engineering;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4087,"Cursor_Tools.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4088,"Devin2_09-08-2025.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4089,"Devin_2.0.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4090,"Devin_2.0_Commands.md","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4091,"Dia_CodingSkill.txt","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4092,"Dia_DraftSkill.txt","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4093,"DROID.txt","sibling-web-agency","Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4094,"Gemini-2.5-Pro-04-18-2025.md","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4095,"Gemini_Diffusion.md","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4096,"Gemini_Gmail_Assistant.txt","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
4097,"Hume_Voice_AI.md","sibling-web-agency","AI;Agents","Archived","medium-high (filename/path keyword match, content not read)","",""
